94518	2919	7.18	389	352	0.31	0.38
142414	3303	6.1	571	365	0.32	0.34
64443	1606	3.19	350	219	0.24	0.14
73463	3308	11.86	375	367	0.65	0.73
101718	1933	2.93	477	289	0.18	0.25
85578	3160	9.29	469	456	0.45	0.69
45046	1536	4.17	270	237	0.16	0.19
113052	2691	5.1	437	344	0.22	0.21
74338	4866	25.35	505	331	1.18	0.78
67797	2714	8.65	436	279	0.45	0.62
106816	2488	4.61	445	283	0.28	0.15
49142	2912	13.74	407	341	1.72	0.67
132176	2500	3.76	464	328	0.35	0.23
83703	2188	4.55	431	245	0.28	0.32
69587	2468	6.97	374	361	0.33	0.47
99533	2426	4.71	411	341	0.15	0.13
29780	904	2.19	220	163	0.18	0.12
92202	2355	4.79	358	249	0.26	0.29
69171	1442	2.39	348	309	0.21	0.16
112456	2963	6.21	507	318	0.21	0.21
100812	2897	6.63	419	345	0.41	0.85
70858	2642	7.84	409	271	0.41	0.47
84395	2494	5.87	378	333	0.19	0.22
58942	5763	44.85	379	359	1.19	0.94
116392	2104	3.03	424	349	0.15	0.2
51026	1719	4.61	247	181	0.42	0.5
109553	3688	9.88	356	328	0.43	0.32
90912	4341	16.5	457	411	0.88	0.73
67347	1015	1.22	262	163	0.16	0.18
45663	1925	6.46	304	276	0.72	0.36
37615	1148	2.79	172	154	0.25	0.27
60009	1883	4.7	399	259	0.28	0.33
89160	1725	2.66	278	208	0.17	0.21
49611	1315	2.78	258	227	0.21	0.25
45930	2124	7.82	402	250	1.08	0.46
43717	1415	3.65	266	252	0.64	0.43
74532	2255	5.43	445	218	0.24	0.27
44428	2637	12.46	307	259	0.66	0.59
42108	1851	6.48	345	222	0.56	0.69
72126	1261	1.76	368	283	0.36	0.29
